+AEA-dtptraffic Metro feeder no 427 on daily basis stopping +AEA-khanpur for 10 mts causing many inconvenience to commuters. kindly take action pic.twitter.com/nTTKNg9lzD,A
+ACI-+AEA-dtptraffic major jam at Jasola red light, been stuck for 30 minutes going towards Noida. Plz help+ACI-,A
+AEA-dtptraffic +AEA-DCPSouthDelhi gramin auto block road daily on mehrauli badarpur road while police sleeps pic.twitter.com/AdZBauKs8a,A
+AEA-dtptraffic there is heavy traffic jam at kalindi kunj red light.,A
+ACI-+AEA-dtptraffic Fruit vendors block Uttam Nagar area, cause traffic jam . Delhi police has to solve this problem lots of people's suffering.+ACI-,A
+AEA-dtptraffic no parking board in front of park in shantiniketan. Traffic almost nil here. Baba Balaknath mandir road a busy street has none,A
+ACI-This is not peak hour , but check jam from NH8 towards Dhaulakuan from flyover itself +AEA-dtptraffic pic.twitter.com/xYc2jdSoOH+ACI-,A
+AEA-dtptraffic a MAHINDRA quanto is plying on Prof Ramnath Vij Marg which has its rear guard which is coming off . Can cause injuries. 1030am pic.twitter.com/ddvuWUy6jG,A
+AEA-dtptraffic redlights at aurobindo Marg +ACY- sh. Jeet Singh marg crossing not working properly. Pl look into it. pic.twitter.com/beHHCO79i8,A
+AEA-dtptraffic New Ashok Ngr crown plaza traffic light is a mess everyday.lights never work +ACY- when situation is out of control police arrives.,A
+AEA-dtptraffic gazipur mcd nh 24 toll pe bhayankar jam ..kripya ktke khulvaye ..jai hind,A
Govindpuri metro road is being blocked by autos and R TV buses it's very difficult 2move the traffic mainly in morning+ACY- evening +AEA-dtptraffic,A
The only place where thr can be a traffic jam at 5.30 am...Kalindi kunj... +AEA-dtptraffic +AEA-noidapolice pic.twitter.com/A8tqKbUCf7,A
+AEA-dtptraffic sir we are stuck in traffic from last one hour at ring road from raja garden to Punjabi bag. Pls do the needful at the earliest.,A
+ACI-Multiple cars, including mine hit by a rashly driven car at IIT flyover. Police arrived at the spot and towing the cars to VK +AEA-dtptraffic pic.twitter.com/uSFPR9HQmi+ACI-,A
hard to pedestrians to walk near gate 2 of habitat centre Lodhi Rd no action taken pic.twitter.com/V1KEd1kJmP,A
Right opp.St.Francis Desales school+AC0-Janakpuri+AC0- Half the road is blocked due to illegal parking everyday.Why isn't it visible to +AEA-dtptraffic,A
+AEA-dtptraffic Traffic Jam Delhi Gate Najafgarh. Traffic staff disappeared from road. No alert message pic.twitter.com/5REXgPSsrC,A
+AEA-dtptraffic either remove these blocks or make use of them Sir. They r unnecessarily choking the traffic +AEA-west patel nagar xing. pic.twitter.com/k09zcOw8qU,A
+AEA-dtptraffic pathetic situation at Kirbi place redlight on daily basis. Vehicles going right block whole road. Cops unconcerned. pic.twitter.com/2WCn9KrSwO,A
Why +AEA-dtptraffic +AEA-gurgaonpolice huge jam is there at Gurgaon Delhi border on NH+AC0-8 +AEA-cmohry,A
+ACI-Either traffic police is sitting at toll +ACY- enjoying or making fine at other placr but not bother to control traffic, which shld be main moto+ACI-,A
+ACI-+AEA-dtptraffic 5 PM, Delhi Gurgaon toll plaza. These trucks parked on the main road, this is everyday same situation +ACM-whereisdelhipolice? pic.twitter.com/MtaGLAG9tV+ACI-,A
+AEA-dtptraffic traffic congestion from sultanpur metro till andheria more. Pls send staff. Thanks,A
Parked trucks create pucca jam outside Gulmohar Park. No action ever taken. +ACM-Delhi +AEA-dtptraffic +AEA-ArvindKejriwal +AEA-manishsisodia90 +AEA-PMOIndia,A
Heavy jam at Anand Vihar again. +AEA-dtptraffic,A
+ACI-Dear MCD, stop harrassing commuters daily while their travel from Noida to Delhi thru DnD. +AEA-dtptraffic plz save commuters from MCD goons.+ACI-,A
+AEA-dtptraffic our car met with accident at arjun path bus stop. Called 100 abt 15 min back. No police yet at site. pic.twitter.com/61JPXq3bwv,A
+AEA-dtptraffic better traffic management need at Karol Bagh. E Rickshaw are a pain for all commuters . What are ur plans .,A
Forcible dividers are being planted on Seelampur redlight while a red light is hardly installed.,A
. +AEA-dtptraffic Complaint against Auto Rickshaw Number:DL1RL 5100 Date:11 June 2017 Time:7:20 PM Place:Connnaught place to Sarojini Nagar 1/2,A
+AEA-DelhiPolice +AEA-dtptraffic bus broken down since hours on Lajpat Nagar flyover... Causing mega traffic jam. pic.twitter.com/bZWHn6M8K1,A
1D is location cops is threatening Driver with court challan even all papers is ok..even saying BADGE from other state is duplicate..,A
+AEA-dtptraffic buses and cars are forced to take wrong was as complete road is blocked by Mandi vendors and vehicles pic.twitter.com/b8cAGRDajL,A
+AEA-dtptraffic every day at Okhla Mandi... called helpline 100 times no help ... spoken to Trafic police and they said they are helpless pic.twitter.com/dbaCkhOKjL,A
+AEA-CPDelhi +AEA-dtptraffic +AEA-PMOIndia its hafta vasooli going on from Ola +ACY- Uber cab at delhi Airport by traffic police in cash..,A
Not a single traffic personal to maintain traffic outside New Delhi station Paharganj side total choas taxi park on road +AEA-dtptraffic pic.twitter.com/2ezMk0RYBH,A
+AEA-dtptraffic : this organhe bus No: DL1PD0733 driving recklessly +AC0- jumping all signals+AC0- just jumped light at Karampura +AC0- dangerous pic.twitter.com/B32rKhqDIe,A
+ACI-+AEA-Nirman Vihar Metro station,we always face problm due 2 improper way of E+AC0-rickshaw parking,It is v difficult 2 move ahead on mandawali road+ACI-,A
+AEA-dtptraffic E+AC0-riksha are flaunting rules near metro station and most of time travel in opposite direction causing road blocks and accidents.,A
+AEA-dtptraffic Sir...I think e+AC0-riksha is going to be biggest problem for dtp. Rampant growth of this segment is going to raise no of accidents.,A
+AEA-dtptraffic +AEA-gurgaonpolice As responsible govt. depts you should regulate commercial vehicles seeking to pay toll tax at Sirhaul. +AEA-TOIGurgaon,A
Pl. Clear jam near Akshardham and millennium Park junction as well..,A
+AEA-dtptraffic 2. Paid fine 400 on spot however Cops did not return my driving licence. They also misbehaved and provoked me intentionally.,A
Both auto no. Refused to go by meter today now +AEA-dtptraffic pic.twitter.com/Pz1hkAYApu,A
+ACI-+AEA-DelhiPolice +AEA-dtptraffic Sir, there is increment in the no of eve teasers over nathu colony flyover at mrng and in evening too.+ACI-,A
+AEA-dtptraffic i have informed at 100 that traffic light at pcr calling E50 bair sarai not working a week ago no action,A
+AEA-dtptraffic the pelican signals at the meera bagh T point on outer ring road have not been working for six months now. Kindly advise,A
+AEA-nitin+AF8-gadkari +AEA-ArvindKejriwal +AEA-dtptraffic If you can't manage outsource every red light or area. Employment bhi or Suraksha bhi pic.twitter.com/PVRzJOvI4Y,A
+AEA-CPDelhi +AEA-dtptraffic +AEA-ArvindKejriwal DP staff breaking traffic rules in front of DTP at ITO 16+AC0-5+AC0-17 +AEA-10 .04am pic.twitter.com/rWZ5qTGmak,A
+AEA-dtptraffic DTP never bothered people to stop their vehicle over zebra crossing +ACY- not driving in lane despite being punishable offence,A
+AEA-dtptraffic same place same location atill no action.biggest reason 4 jam Madhu vihar near delhi jal board dwarka sec 1 new delhi 110045 pic.twitter.com/EpYG1zaedj,A
+AEA-dtptraffic autos block traffic in front of Malviya Nagar Metro station towards Hauz Rani/ Citywalk route despite presence of TI/SI,A
Getting worse day by day still no policemen present at daryaganj +AEA-dtptraffic +AEA-DelhiPolice +AEA-drharshvardhan +AEA-ZeeNews +AEA-aajtak +AEA-sanjayvabjp pic.twitter.com/Jm9EjjYNPK,A
Heavy traffic at anand prabat pic.twitter.com/3pErAS0PH7 +AEA-dtptraffic +AEA-RidlrDEL,A
+AEA-dtptraffic there is a jaam on patel chest Gtb nagar no street light no traffic police pic.twitter.com/OOZlM24sxl,A
+ACI-+AEA-dtptraffic , its a 3 rd reminder regarding Parmanand chwock red light, is it government approved commercial road? pic.twitter.com/rwe2akqw4i+ACI-,A
+AEA-dtptraffic what's wrong with traffic lights since 10+AC0-15 days. Near bersarai outer ring road africa avenue crossing pic.twitter.com/hFJqb4zloc,A
+AEA-dtptraffic dahi bhalla shop is run in maruti van on road opposite to kadambari apts sect 9 rohini.parking in mid of road. Pls help pic.twitter.com/HsrMZTdMQ3,A
+AEA-dtptraffic gov buses have blocked the traffic of mangalapuri terminal strange,A
+ACI-+AEA-LtGovDelhi +AEA-dtptraffic despite repeated requests, traffic signals at both the Maujpur chowks not re+AC0-operationalised leading to huge traffic+ACI-,A
+ACI-+AEA-dtptraffic red light behind pole, nt visible from some distance, may cause accidents. Place +AC0- under munirka flyover towards vasant vihar pic.twitter.com/vNAPs5X80I+ACI-,A
+AEA-dtptraffic Black tinted glass vehicle plying on Delhi road may be a security threat for the city. pic.twitter.com/PTyli5ArG2,A
+ACI-+AEA-dtptraffic DL8CAH5791, black windows which is illegal. Near majnu ka Tila at 2:06PM pic.twitter.com/UX6z5fK0cy+ACI-,A
+AEA-dtptraffic traffic snarl from east of kailash metro towards nehru place....traffic crawling..need assistance,A
Lal Chand and his constable has come again parked their bike wrong side sitting on the chair collect Money today at Ryan lights Vasant Kunj. pic.twitter.com/wqHfpdGKxv,A
+ACI-2 red lights on GT Karnal Road after Adarsh Nagar, none of them working utter chaos +AEA-dtptraffic+ACI-,A
There are daily problem. WHAT IS THIS +ACE- Your area staff can't take the action,A
+ACI-They are there all d time day n night..when sm1 wants 2 cross dat lane bcoz of huge traffic on d main rd, dey abused by d persons sitted der+ACI-,A
+ACI-+AEA-dtptraffic service lane, outer rng rd, nr New Mahavir Nagar encroched by ppl who r using dis lane as their own home.nt allow anyone 2 cross+ACI-,A
Request you to deploy at least 1 policeman at archana gk1 ring road difficult to pass even on green light due vehical from CD.block road,A
+AEA-dtptraffic going to rao tula marg from airport see the jam can you pls help pic.twitter.com/MmVIT6s5D4,A
+AEA-dtptraffic +AEA-MCDdelhi has anyone from the departments even tried to decongest or finish the illegal encroachment on Uttam Nagar Crossing?,A
+AEA-dtptraffic Red light at Bonte road and Court Road( LG house road) intersection not working and at night its mess. pic.twitter.com/ScEVPylyEo,A
+ACI-+AEA-dtptraffic illegal bus racket, operations in full bloom from opposite of Akshardham temple. Action required a.s.a.p. Bribery?+ACI-,A
Havy traffic on Pankha Road C+AC0-1 Janak Puri Red Light,A
The situation is as it is??? Video attached... location blue line metro pillar no 680+AC0-683... pic.twitter.com/z36dDhAsIT,A
Traffic blocked completely near Kondli Bridge and on stretch b/w Noida Road Crossing and Hedgewar Road Crossing.,A
Very heavy traffic on Gazipur Road still. No movement of cars coming from Crowns Plaza Hotel side and going towards Gazipur,A
+AEA-dtptraffic Vehicles parked on main road in Africa Avenue near Sector 1 Church due to Friday Market. Obstruction in Road.,A
+AEA-dtptraffic +AC0- extremely slow moving traffic from Ghitorni towards Chattarpur,A
+AEA-dtptraffic Very heavy traffic on Mayur Vihar Exit of DND and also on Ghazipur Kondli Road. Long jam for traffic moving towards Gazipur PS,A
+AEA-dtptraffic jam at mata channan Devi hospital pankha road,A
Heavy traffic at Loni road shahdara . On the to golchakkar petrol pup to golchakkar flyover Road. But staff no action,A
+AEA-dtptraffic +AEA-TransportDelhi a DTCs red bus was standing crippled at Samaspur stand on NH24 towards Indirapuram. Soon rush hour will start.,A
+ACI-Thanks, As registration number is not clear in this video so it cannot be prosecuted on the basis of video.+ACI-,A
+AEA-dtptraffic Delhi Police without Helmet Location : Dilshad Garden Date : 09/06/2017 Time : 04:10 PM No. DL13SN 6619 pic.twitter.com/ac6jLhEOlq,A
+AEA-LtGovDelhi +AEA-htTweets Again 'Auto Encroachment' and Again you +AEA-dtptraffic would forward it 2 the local traffic staff at GokalPur Red Light pic.twitter.com/LjXS16D7Ju,A
Traffic situation is getting bad to worse on Palam flyover. Govt must act swiftly +AEA-MVenkaiahNaidu +AEA-p+AF8-sahibsingh +AEA-ArvindKejriwal +AEA-dtptraffic,A
+AEA-dtptraffic this car almost moved me down at MAHARANI BAGH.Number plate is also missing.Please take action. Car going towards S.Kale Khan pic.twitter.com/CorawL8iVQ,A
+AEA-dtptraffic once again shameful instead of controlling traffic busy in making money. Harrasing people place saraswati Vihar outer ring road. pic.twitter.com/j0Yh2zDc1c,A
+AEA-ArvindKejriwal +AEA-dtptraffic +AEA-DDA +AEA-msisodia Please take care of Mehrauli Badarpur Rd near Sangam Vihar as People are suffering too much. pic.twitter.com/p7l2FgDNmQ,A
+ACI-Wazirabad is jammed, vehicles are going wrong sides. Stopping right drivers. Please do something. We have to Sonipat for exams. +AEA-dtptraffic+ACI-,A
+AEA-dtptraffic Get stuck in traffic jam at New Delhi station Paharganj so long.no police. TI's mobile switch off.Great going DP.,A
Collecting open money Lal Chand and his constable mahipalpur n delhi from autos and trucks at 6am ruining our repo +AEA-dtptraffic pic.twitter.com/j1JDgbzLO3,A
+AEA-dtptraffic At dnd exit MCD toll ..Jam due to toll collectors standing on both side of road obstructing traffic. Safety compromised.,A
+ACI-Due to accident at IIT Delhi , traffic is chocked towards Nehru Place , avoid this stretch thanks Cc +AEA-dtptraffic no cop is there till now+ACI-,A
Dtc buses are parked on the left side of road at madhu vihar dwarka new delhi. Which make the road narrow. Is this legal or illegal,A
Daryaganj area has the worst traffic cndtns where nobody follow the rules nd not even a single traffic men is present +AEA-dtptraffic,A
This is the situation of 60 percent jams due to these vans... who will going to stop this. pic.twitter.com/A1ccwXUcN6,A
Dl 8cw 5882 nr gayatri aprtt sec 9 rohini near prashant vihar PS. Drinking alcohol. Pub placeand will drive nytym +AEA-dtptraffic +AEA-DelhiPolice pic.twitter.com/2JnuEKYQjk,A
+AEA-dtptraffic still no action taken. Same location same complaint. Madhu vihar bus stand near delhi jal board dwarka new delhi pic.twitter.com/l8n6gRcs1y,A
+AEA-dtptraffic wrong side driving Mayur Vihar side DND.no measure prevent hazard safe drivers despite multipl complaints pic.twitter.com/alEEmZJ1ZA,A
Causing a massive traffic snarl. All cars going towards airport are stalled. As usual Traffic police is not on the spot. Pl attend quickly,A
+AEA-dtptraffic There is a 2 km long jam on RTR flyover(IFO RR Hospital)due to 3 cars cmng from Airport side who have entered the 1 way,A
Sir we hv rqustd +AEA-dtptraffic no of times abt Uttam Nagar to Najafgarh stretch about illegal encroachment by fruit sellers..no one lukd into,A
+AEA-dtptraffic Why is there heavy traffic on outer ring road towards GK+AC0-2?,A
+AEA-LtGovDelhi +AEA-TOIDelhi +AEA-htTweets +AEA-NavbharatTimes Auto Encroachment: will this ever be removed from Gokal Pur Red Light +AEA-dtptraffic ????? pic.twitter.com/VglOk0PnT3,A
+AEA-dtptraffic +AEA-TrafflineDEL Roads blocked near Agrasen Bhawan Prashant Vihar.,A
+AEA-dtptraffic a tow vehicle no. DL 1L 0744 just took away two 2 wheelers 4rm nehru place near canara bank widout ne warning or police officer.,A
+ACI-+AEA-dtptraffic Sir, again buses especially RTVs and Private were plying today on service road from Dhaula Kuan Petrol Pump to R +ACY- R hospital.+ACI-,A
Traffic will remain heavy on Vikas Marg in the carriageway from Laxmi Nagar to Karkari Mor due to drive against improper parking .,A
Traffic Alert Traffic is heavy in the carriageway from Loni Gol Chakkar Flyover towards Nand Nagri Flyover due to water logging.,A
+AEA-dtptraffic 100 cars parked next to your hoarding +ACE- 20mtrs from pul prahladpur police station . pic.twitter.com/B5TGHMhpTt,A
+ACI-+AEA-dtptraffic Aya Nagar MG Road. 715am This guy was flying not driving. Rash driving, drunk tyoes. He is threat to others. pic.twitter.com/o9KjNDLKXm+ACI-,A
+AEA-dtptraffic early morning +ACY- Khanpur BRT red light massive traffic jam due to DTC buses and people who don't know how to drive there vehicle+ACE-,A
Huge traffic jam at Khanpur BRT road T point red light. +AEA-dtptraffic +AEA-CPDelhi +AEA-nitin+AF8-gadkari +AEA-LtGovDelhi pic.twitter.com/EwlXouQzog,A
+ACI-+AEA-dtptraffic heavy traffic jam in alaknanda market, south delhi.... its been 30 mins here only+ACI-,A
+AEA-dtptraffic Ghzipur to Mayur Vihar Phase 2 Heavy traffic Pl do the needful. 1 hours to cover 1 km. what is going on.,A
+AEA-dtptraffic trikolpuri to Kondli jam for almost 2 hrs now. pic.twitter.com/xSzOl5kwLK,A
+AEA-dtptraffic the parking situation has worsened at SDA markets and residents are facing immense problems coz of mcd parking in the market.,A
+ACI-Even near red light , sarswati vihar police station is there, but no one come on red light to clear treffic+ACI-,A
Every Wednesday there is a massive traffic build up on the Outer Ring Road towards IIT from Nehru Place. Why? +AEA-dtptraffic +AEA-RidlrDEL,A
+ACI-+AEA-dtptraffic +AC0- traffic lights are not working at Kirbi place chowk. Beggers are confused, Please help them. Also, traffic is affected.+ACI-,A
+AEA-dtptraffic traffic police is causing jam at nariyana metro pic.twitter.com/Y7rKbAbWZs,A
+AEA-dtptraffic rtvs not moving at overstaying at bus stop near luxmi ngr metro station on Mother Dairy rd causing difficulty in smooth flow pic.twitter.com/53ZTr9yn5Y,A
+ACI-No any action till now, who is responsible for unauthorised commercial vehicle parking at PVC Market Tikri Kalan, please tell me+ACI-,A
+AEA-dtptraffic sir heavy Trafic on new rohtak road from liberty cinema to annand parbat plz do something,A
+AEA-dtptraffic Sir today is day of traffic jam on Govind Puri Main Road due to weekly bazaar request your support on that stretch Regards,A
Every other day truck overturns at Brar Square resulting huge traffic jams but no precaution being taken.,A
+ACI-+AEA-dtptraffic Ref my earlier request, buses are still plying on service road from Dhaula K uan Petrol Pump to R +ACY- R Hospital.+ACI-,A
+AEA-dtptraffic Everyday there is traffic jam at this route but no traffic police can been seen any day to manage this chaos. please help. pic.twitter.com/Tp6axwOm7J,A
brittania chowk k pas marriage halls ki duty me lag jaati hai traffic police. Kya in marriage halls ki duty k liye hai police.,A
+AEA-dtptraffic Ashok Vihar mod red light not working.. A Bike accident happened due to this..,A
Please help me out +ACE- Im stuck past 2 hours +AEA-dtptraffic +AEA-DelhiPolice pic.twitter.com/NrZborNCm2,A
+AEA-dtptraffic Heavy traffic jam Akshardham towards Noida without any reason. No any one here to open it. +AEA-LtGovDelhi pic.twitter.com/XCGN3wE0Ku,A
Still very very heavy traffic on NH 24 from Vinod Nagar Crossing till Akshardham.,A
+ACI-Dl6c m 8548 ... +AEA-dtptraffic +AEA-DelhiPolice Maruti car parked in service lane ashoka park extension ,from last 1 week. seems to be +ACM-stolen pic.twitter.com/zp95rXiYuy+ACI-,A
+AEA-dtptraffic bus plying in extreme right lane bullying small vehicles at Carriapa marg pic.twitter.com/rmnVGr4u83,A
+ACI-Like everyday, major traffic snarls at +ACM-okhla Mandi +AC0- zero +AEA-dtptraffic , people driving wrong way, fruit and veggie vendors blocking roads+ACI-,A
+AEA-dtptraffic sir plz ask someone to check traffic at ohkla mandi. Auto wala park in btw roads causing unnecessary traffic jam,A
+AEA-dtptraffic creating pollution at RTR 8.20 am from moti bagh to airport road pic.twitter.com/aFdQ9jZSnZ,A
Why can't MCD collect toll on DND Counters...chaos even at 11:30 p.m. +AEA-dtptraffic please look in to it..,A
+AEA-dtptraffic am stuck at +ACM-TudaMandi red light Najafgarh since last 40 min Coz single not working and no one here to manage the traffic,A
+AEA-dtptraffic heavy jam due to insane parking at Jail Road (near Bikanervala) Please do something. It happens every Tuesday evening,A
+AEA-dtptraffic WORST TRAFIC JAM KHANPUR TO SANGAM ROAD,A
+AEA-dtptraffic vehicles cum frm wrng side at mandi rd+AC0-mehrauli ggn rd crossing to go to petrol pump on opp rd leading to jaam til ghitorni(1/2),A
+AEA-dtptraffic all the fruit vendors are in the mid of road at Uttam nagar east metro stn all road jammed,A
+AEA-dtptraffic why is the redlight timing changed at carmel chowk and sector 9+AC0-10 Dwarka. .Daily commute time increased by 20 min for no reason,A
Kalindi kunj signal is either not working or intentionally kept on manual.it creates traffic jam everyday. +AEA-dtptraffic,A
+AEA-dtptraffic what a great traffic management.. daily heavy traffic from Munirka towards Airport.. even RTR flyover is closed for this route,A
+ACI-+AEA-dtptraffic Daily traffic jam on dwarka more metro station ,due to illegal stand of RTVs and e+AC0-rickshaw .No one taking care ..+ACI-,A
+AEA-dtptraffic no parking space at RTO Vasant Vihar +AC0- how will public get their vehicles to give DL test??,A
DL 10cd 2982 black film hyundai car saw near Pragati maidan +AEA-dtptraffic +AEA-DelhiPolice,A
+AEA-dtptraffic Parmanand chowck Red light is approved for legal parking and commercial usage? pic.twitter.com/V5PaZf4nG9,A
